TOKEN,NE-COARSE-LIT
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1577,2301,705,37/full/0/default.jpg",
agreeably,O
to,O
the,O
directions,O
of,O
the,O
several,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1576,2340,704,38/full/0/default.jpg",
acts,O
of,O
Congress,O
providing,O
for,O
the,O
third,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1576,2381,709,28/full/0/default.jpg",
census,O
or,O
enumeration,O
of,O
the,O
inhabitants,O
of,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1577,2419,707,37/full/0/default.jpg",
the,O
United,B-loc
Slates,I-loc
;,O
according,O
to,O
the,O
best,O
of,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1579,2458,201,37/full/0/default.jpg",
my,O
ability,O
.,O
”,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1616,2497,663,38/full/0/default.jpg",
Sec,O
.,O
2,O
.,O
And,O
be,O
it,O
further,O
enacted,O
\,O
That,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1578,2536,702,31/full/0/default.jpg",
it,O
shall,O
be,O
the,O
duty,O
of,O
the,O
several,O
mashals,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1579,2574,698,35/full/0/default.jpg",
secretaries,O
",",O
and,O
their,O
assistants,O
aforesaid,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1579,2613,699,35/full/0/default.jpg",
at,O
the,O
time,O
so,O
*,O
taking,O
the,O
census,O
or,O
enume,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1580,2650,699,31/full/0/default.jpg",
ration,O
aforesaid,O
",",O
to,O
take,O
under,O
the,O
directi,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1580,2689,696,38/full/0/default.jpg",
on,O
of,O
the,O
Secretary,O
of,O
the,O
Tieasday,O
",",O
and,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1579,2728,697,39/full/0/default.jpg",
accerding,O
to,O
such,O
",",O
instructions,O
as,O
he,O
shall,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1579,2766,699,39/full/0/default.jpg",
give,O
",",O
an,O
account,O
oi,O
.,O
he,O
several,O
manufactu,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1578,2806,699,40/full/0/default.jpg",
ring,O
establishments,O
’,O
.,O
nd,O
manufactures,O
with,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1580,2845,698,35/full/0/default.jpg",
in,O
their,O
several,O
districts,O
",",O
territories,O
and,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1578,2884,699,31/full/0/default.jpg",
divisions,O
.,O
The,O
said,O
assistants,O
shall,O
make,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1579,2923,698,31/full/0/default.jpg",
return,O
of,O
the,O
same,O
to,O
the,O
marshals,O
or,O
se,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1579,2962,699,37/full/0/default.jpg",
cretaries,O
of,O
their,O
respective,O
districts,O
or,O
ter,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1579,3000,699,37/full/0/default.jpg",
ritories,O
",",O
and,O
the,O
said,O
marshals,O
and,O
secre,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1581,3039,697,34/full/0/default.jpg",
taries,O
shall,O
transmit,O
the,O
said,O
returns,O
",",O
and,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1581,3077,698,37/full/0/default.jpg",
abstracts,O
thereof,O
to,O
the,O
Secretary,O
of,O
the,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1582,3117,698,40/full/0/default.jpg",
Treasury,O
",",O
at,O
the,O
same,O
times,O
at,O
which,O
they,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1583,3157,698,38/full/0/default.jpg",
are,O
by,O
this,O
act,O
",",O
and,O
the,O
several,O
acts,O
to,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1583,3195,698,36/full/0/default.jpg",
which,O
this,O
act,O
i3,O
an,O
addition,O
required,O
res,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1583,3233,698,40/full/0/default.jpg",
pectively,O
to,O
make,O
their,O
return,O
of,O
said,O
enu,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1583,3270,698,38/full/0/default.jpg",
meration,O
to,O
the,O
Secretary,O
of,O
State,O
;,O
for,O
the,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1588,3309,693,32/full/0/default.jpg",
lerfonnance,O
of,O
which,O
additional,O
services,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1582,3348,699,41/full/0/default.jpg",
they,O
shall,O
respectively,O
receive,O
such,O
com,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1580,3386,702,42/full/0/default.jpg",
pensation,O
as,O
shall,O
hereafter,O
be,O
provided,O
by,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1583,3432,66,27/full/0/default.jpg",
law,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1885,3467,298,42/full/0/default.jpg",
J,B-pers
.,I-pers
B,I-pers
.,I-pers
Varnum,I-pers
",",I-pers
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1711,3514,542,33/full/0/default.jpg",
Speaker,I-pers
of,I-pers
the,I-pers
House,I-pers
of,I-pers
Representatives,I-pers
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1880,3546,291,43/full/0/default.jpg",
John,B-pers
Gaillard,I-pers
",",I-pers
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1803,3595,434,29/full/0/default.jpg",
President,I-pers
of,I-pers
the,I-pers
Senate,I-pers
",",I-pers
pro,I-pers
tem,I-pers
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1615,3626,181,31/full/0/default.jpg",
May,B-time
1,I-time
",",I-time
1810,I-time
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1706,3657,135,30/full/0/default.jpg",
Approved,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/deu_kedavra_ver01%2Fdata%2Fsn82014385%2F00271740232%2F1810053001%2F0280.jp2/1904,3685,345,28/full/0/default.jpg",
JAMES,B-pers
MADISON,I-pers
.,O
# language = en,
# newspaper = sn83026170,
# date = 1820-05-25,
# document_id = sn83026170-1820-05-25-a-i0003,
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5246,8105,1102,80/full/0/default.jpg",
ALEX,B-loc
VNDKIA,I-loc
BATHS,I-loc
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5482,8210,646,76/full/0/default.jpg",
Mrs,B-pers
.,I-pers
M,I-pers
.,I-pers
Garner,I-pers
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5202,8304,1216,117/full/0/default.jpg",
H,O
AVING,O
rented,O
the,O
place,O
",",O
adjoining,O
die,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5359,8368,1059,76/full/0/default.jpg",
Theatre,O
",",O
formerly,O
occupied,O
by,O
Tho,B-pers
¬,I-pers
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5194,8432,1231,69/full/0/default.jpg",
mas,I-pers
Shields,I-pers
",",O
in,O
which,O
the,O
PUBLIC,O
BATHS,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5199,8496,1221,72/full/0/default.jpg",
were,O
kept,O
",",O
respectfully,O
informs,O
the,O
citizens,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5194,8557,1225,77/full/0/default.jpg",
of,O
Alexandria,B-loc
",",O
that,O
she,O
purposes,O
opening,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5197,8624,1222,72/full/0/default.jpg",
them,O
on,O
the,O
10th,O
inst,O
.,O
in,O
a,O
style,O
superior,O
to,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5196,8686,1221,74/full/0/default.jpg",
any,O
heretofore,O
kept,O
in,O
this,O
place,O
",",O
bhe,O
be,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5196,8752,1222,71/full/0/default.jpg",
lieves,O
it,O
unnecessary,O
to,O
say,O
any,O
thing,O
in,O
re,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5193,8817,1222,76/full/0/default.jpg",
commendation,O
of,O
a,O
custom,O
so,O
universally,O
ap,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5195,8880,1224,69/full/0/default.jpg",
proved,O
of,O
by,O
all,O
physicians,O
of,O
eminence,O
as,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5194,8948,1190,73/full/0/default.jpg",
more,O
conducive,O
to,O
health,O
than,O
almost,O
any,O
o,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5194,9009,1222,73/full/0/default.jpg",
ther,O
practice,O
which,O
can,O
be,O
adopted,O
.,O
She,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5194,9070,1225,70/full/0/default.jpg",
will,O
only,O
observe,O
that,O
a,O
private,O
room,O
is,O
set,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5193,9130,1223,81/full/0/default.jpg",
apart,O
entirely,O
for,O
Ladies,O
",",O
where,O
they,O
mav,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5192,9196,1222,74/full/0/default.jpg",
enjoy,O
the,O
comforts,O
of,O
a,O
warm,O
or,O
cold,O
bath,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5196,9256,1219,75/full/0/default.jpg",
without,O
fear,O
of,O
interruption,O
",",O
and,O
a,O
female,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5190,9323,1224,66/full/0/default.jpg",
servant,O
will,O
always,O
attend,O
to,O
their,O
w,O
ishes,O
",",O
—,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5191,9386,1221,77/full/0/default.jpg",
Genilemen,O
will,O
also,O
be,O
attended,O
to,O
in,O
a,O
pro,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5192,9456,1223,76/full/0/default.jpg",
per,O
manner,O
",",O
in,O
the,O
baths,O
set,O
apart,O
lor,O
their,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5194,9539,137,35/full/0/default.jpg",
use,O
.,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5252,9582,1161,68/full/0/default.jpg",
The,O
price,O
having,O
been,O
reduced,O
from,O
te.v,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5192,9649,1220,74/full/0/default.jpg",
to,O
eight,O
dollars,O
the,O
season,O
",",O
she,O
hopes,O
will,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5195,9711,1216,73/full/0/default.jpg",
be,O
an,O
inducement,O
to,O
many,O
to,O
favor,O
the,O
in,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5190,9777,1223,62/full/0/default.jpg",
stitution,O
will,O
),O
their,O
custom,O
.,O
—,O
The,O
season,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5193,9839,1220,78/full/0/default.jpg",
w,O
ill,O
commence,O
on,O
the,O
H,O
),O
th,O
day,O
o,O
!,O
May,O
",",O
and,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5191,9906,861,70/full/0/default.jpg",
end,O
on,O
the,O
1st,O
day,O
of,O
October,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5252,9967,1161,70/full/0/default.jpg",
Strangers,O
and,O
others,O
may,O
be,O
accommoda,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5192,10028,1224,70/full/0/default.jpg",
ted,O
with,O
single,O
bnths,O
",",O
at,O
50,O
cents,O
each,O
",",O
or,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5189,10091,534,60/full/0/default.jpg",
three,O
for,O
one,O
dollar,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5254,10158,1159,71/full/0/default.jpg",
A,O
subscription,O
book,O
is,O
opened,O
at,O
the,O
har,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5194,10224,1216,64/full/0/default.jpg",
where,O
persons,O
desirous,O
of,O
subscribing,O
are,O
re,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820052501%2F0191.jp2/5189,10285,1161,74/full/0/default.jpg",
quested,O
to,O
leave,O
their,O
names,O
.,O
may,O
I,O
# language = en,
# newspaper = sn83026170,
# date = 1820-06-07,
# document_id = sn83026170-1820-06-07-a-i0002,
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820060701%2F0234.jp2/6024,6391,286,43/full/0/default.jpg",
IRELAXD,B-loc
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820060701%2F0234.jp2/5630,6438,1030,90/full/0/default.jpg",
The,O
Cork,B-prod
papers,I-prod
of,O
the,O
23d,O
of,O
April,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820060701%2F0234.jp2/5559,6517,1099,87/full/0/default.jpg",
state,O
",",O
that,O
a,O
spirit,O
of,O
insubordination,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820060701%2F0234.jp2/5562,6594,1097,85/full/0/default.jpg",
begins,O
to,O
manifest,O
itself,O
in,O
the,O
vicinity,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820060701%2F0234.jp2/5559,6669,1099,86/full/0/default.jpg",
of,O
CharTevillc,B-loc
.,O
Nightly,O
association,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820060701%2F0234.jp2/5561,6744,1094,85/full/0/default.jpg",
are,O
formed,O
there,O
",",O
ami,O
the,O
peace,O
and,O
se,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820060701%2F0234.jp2/5558,6822,1093,93/full/0/default.jpg",
curity,O
of,O
the,O
neighborhood,O
have,O
been,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820060701%2F0234.jp2/5557,6902,1093,90/full/0/default.jpg",
disturbed,O
by,O
turning,O
up,O
ground,O
",",O
noc,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820060701%2F0234.jp2/5558,6985,1091,100/full/0/default.jpg",
turnal,O
v,O
isifs,O
paid,O
to,O
the,O
houses,O
ul,O
Wj,O
*,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820060701%2F0234.jp2/5554,7051,1095,90/full/0/default.jpg",
farmers,O
",",O
and,O
threats,O
of,O
a,O
very,O
terrifr,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820060701%2F0234.jp2/5555,7131,1095,92/full/0/default.jpg",
nature,O
have,O
been,O
promulgated,O
a,O
^,O
alD,O
^,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820060701%2F0234.jp2/5552,7206,1094,83/full/0/default.jpg",
some,O
individuals,O
who,O
have,O
lately,O
tak,O
:,O
-,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820060701%2F0234.jp2/5552,7309,334,57/full/0/default.jpg",
land,O
there,O
.,O
# language = en,
# newspaper = sn83026170,
# date = 1820-09-09,
# document_id = sn83026170-1820-09-09-a-i0004,
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/2132,2886,291,64/full/0/default.jpg",
TO,O
THE,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/1764,2941,955,114/full/0/default.jpg",
Cultivators,O
oftlieSul,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/1856,3046,874,86/full/0/default.jpg",
THE,B-prod
AMERICA,I-prod
*,I-prod
FARMER,I-prod
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/1663,3097,1246,173/full/0/default.jpg",
T,O
HE,O
first,O
number,O
of,O
the,O
AMERICAN,B-prod
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/1766,3169,1123,100/full/0/default.jpg",
FARMER,I-prod
",",O
was,O
issued,O
on,O
the,O
2d,B-time
of,I-time
April,I-time
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/1677,3241,1209,96/full/0/default.jpg",
1819,I-time
.,O
It,O
may,O
now,O
be,O
announced,O
as,O
an,O
es,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/1671,3297,1241,99/full/0/default.jpg",
tablisbed,O
National,O
work,O
",",O
adapted,O
to,O
all,O
the,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/1670,3359,1241,98/full/0/default.jpg",
varieties,O
of,O
our,O
climate,O
",",O
since,O
many,O
oi,O
the,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/1670,3434,1217,90/full/0/default.jpg",
most,O
eminent,O
citizens,O
in,O
all,O
the,O
states,O
",",O
con,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/1670,3499,1243,99/full/0/default.jpg",
tribute,O
by,O
their,O
patronage,O
and,O
their,O
pens,O
",",O
to,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/1672,3567,883,83/full/0/default.jpg",
its,O
circulation,O
and,O
its,O
usefulness,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/1741,3621,1147,99/full/0/default.jpg",
To,O
make,O
known,O
all,O
discoveries,O
in,O
the,O
sci,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/1672,3691,1239,107/full/0/default.jpg",
ence,O
",",O
and,O
all,O
improvements,O
in,O
the,O
practice,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/vi_hops_ver01%2Fdata%2Fsn83026170%2F00414216286%2F1820090901%2F0556.jp2/1669,3755,1241,108/full/0/default.jpg",
of,O
Agriculture,O
and,O
